State,PollScore,SampleSize,NumericGrade,PollRecency,Percentage,CandidateName
NA,-1.1,1316,3,553,44,Donald Trump
NA,-0.3,5000,1.9,553,43,Kamala Harris
NA,-0.3,5000,1.9,553,41,Donald Trump
NA,-1.1,1027,3,554,46,Kamala Harris
NA,-1.1,1027,3,554,42,Donald Trump
NA,-1.1,1027,3,554,45,Kamala Harris
NA,-1.1,1530,3,554,34,Kamala Harris
NA,-1.1,1530,3,554,36,Donald Trump
NA,0.1,1968,1.9,554,39,Kamala Harris
NA,0.1,1968,1.9,554,43,Donald Trump
NA,0.1,1485,1.9,554,42,Kamala Harris
NA,0.1,1485,1.9,554,44,Donald Trump
NA,0.1,1968,1.9,554,37,Kamala Harris
NA,0.1,1485,1.9,554,40,Kamala Harris
NA,-0.3,1500,1.7,557,48,Kamala Harris
NA,-0.3,1500,1.7,557,45,Donald Trump
NA,-0.3,1500,1.7,557,45,Kamala Harris
NA,-0.3,6000,1.9,554,43,Kamala Harris
NA,-0.3,6000,1.9,554,40,Donald Trump
NA,-0.3,6000,1.9,554,42,Kamala Harris
NA,-0.3,5000,1.9,555,43,Kamala Harris
NA,-0.3,5000,1.9,555,41,Donald Trump
NA,-0.3,5000,1.9,556,44,Kamala Harris
NA,-0.3,5000,1.9,556,41,Donald Trump
Arizona,0.3,500,1.6,557,42,Kamala Harris
Arizona,0.3,500,1.6,557,45,Kamala Harris
Arizona,0.3,500,1.6,557,44,Donald Trump
Pennsylvania,0.3,500,1.6,557,42,Kamala Harris
Pennsylvania,0.3,500,1.6,557,46,Kamala Harris
Pennsylvania,0.3,500,1.6,557,42,Donald Trump
NA,-0.3,5000,1.9,557,44,Kamala Harris
NA,-0.3,5000,1.9,557,41,Donald Trump
NA,0.1,1250,1.4,558,41.5,Kamala Harris
NA,0.1,1250,1.4,558,43.4,Donald Trump
NA,0.1,1250,1.4,558,40.9,Kamala Harris
NA,0.1,1250,1.4,558,39.1,Kamala Harris
NA,0.1,1250,1.4,558,38,Kamala Harris
NA,0.1,1250,1.4,558,40,Kamala Harris
NA,-0.3,5000,1.9,558,44,Kamala Harris
NA,-0.3,5000,1.9,558,41,Donald Trump
NA,-0.3,5000,1.9,559,43,Kamala Harris
NA,-0.3,5000,1.9,559,42,Donald Trump
NA,-1.1,1500,3,560,39,Kamala Harris
NA,-1.1,1500,3,560,39,Donald Trump
NA,-1.1,1322,3,560,43,Kamala Harris
NA,-1.1,1322,3,560,44,Donald Trump
NA,-0.3,5000,1.9,560,44,Kamala Harris
NA,-0.3,5000,1.9,560,42,Donald Trump
NA,-0.2,1214,1.6,563,46,Kamala Harris
NA,-0.2,1214,1.6,563,43,Donald Trump
NA,-0.2,1214,1.6,563,44,Kamala Harris
NA,-0.3,5000,1.9,561,43,Kamala Harris
NA,-0.3,5000,1.9,561,42,Donald Trump
NA,-0.3,5000,1.9,561,43,Kamala Harris
NA,-0.3,5000,1.9,562,43,Kamala Harris
NA,-0.3,5000,1.9,562,42,Donald Trump
NA,-0.3,5000,1.9,563,43,Kamala Harris
NA,-0.3,5000,1.9,563,41,Donald Trump
Pennsylvania,-0.1,643,2.4,572,36,Kamala Harris
Pennsylvania,-0.1,643,2.4,572,35,Donald Trump
NA,-1.1,1000,3,564,39,Kamala Harris
NA,-1.1,1000,3,564,37,Donald Trump
NA,-0.3,5000,1.9,564,43,Kamala Harris
NA,-0.3,5000,1.9,564,41,Donald Trump
NA,-0.3,5000,1.9,565,43,Kamala Harris
NA,-0.3,5000,1.9,565,42,Donald Trump
NA,0.4,1500,1.8,564,39,Kamala Harris
NA,0.4,1500,1.8,564,38,Donald Trump
NA,0.4,1500,1.8,564,41,Kamala Harris
NA,0.4,1500,1.8,564,33,Kamala Harris
NA,0.4,1500,1.8,564,38,Donald Trump
NA,0.4,1180,1.8,564,44,Kamala Harris
NA,0.4,1180,1.8,564,43,Donald Trump
NA,0.4,1180,1.8,564,45,Kamala Harris
NA,0.4,1180,1.8,564,36,Kamala Harris
NA,0.4,1180,1.8,564,43,Donald Trump
Iowa,-1.1,600,2.1,565,40.4,Kamala Harris
Iowa,-1.1,600,2.1,565,46.4,Donald Trump
Iowa,-1.1,600,2.1,565,38.1,Kamala Harris
NA,-0.3,5000,1.9,566,43,Kamala Harris
NA,-0.3,5000,1.9,566,42,Donald Trump
NA,-1.1,1500,3,567,38,Kamala Harris
NA,-1.1,1500,3,567,40,Donald Trump
NA,-1.1,1319,3,567,42,Kamala Harris
NA,-1.1,1319,3,567,44,Donald Trump
NA,-0.3,5000,1.9,567,42,Kamala Harris
NA,-0.3,5000,1.9,567,42,Donald Trump
NA,0.1,2000,1.9,568,41,Kamala Harris
NA,0.1,2000,1.9,568,42,Donald Trump
NA,0.1,1562,1.9,568,44,Kamala Harris
NA,0.1,1562,1.9,568,43,Donald Trump
NA,0.1,2000,1.9,568,35,Kamala Harris
NA,0.1,1562,1.9,568,38,Kamala Harris
NA,0.1,2000,1.9,568,33,Kamala Harris
NA,0.1,1562,1.9,568,36,Kamala Harris
NA,-0.5,971,2.1,569,40,Kamala Harris
NA,-0.5,971,2.1,569,47,Donald Trump
NA,-0.5,971,2.1,569,38,Kamala Harris
NA,-0.3,5000,1.9,568,42,Kamala Harris
NA,-0.3,5000,1.9,568,41,Donald Trump
NA,-0.3,5000,1.9,568,42,Kamala Harris
NA,1.6,1000,0.5,568,43,Kamala Harris
NA,1.6,1000,0.5,568,47,Donald Trump
NA,-0.3,5000,1.9,569,42,Kamala Harris
NA,-0.3,5000,1.9,569,41,Donald Trump
NA,-1.1,729,3,569,45,Kamala Harris
NA,-1.1,729,3,569,43,Donald Trump
NA,-0.3,5000,1.9,570,42,Kamala Harris
NA,-0.3,5000,1.9,570,41,Donald Trump
NA,-0.3,5000,1.9,571,42,Kamala Harris
NA,-0.3,5000,1.9,571,42,Donald Trump
NA,-0.8,1007,2.7,572,47,Kamala Harris
NA,-0.8,1007,2.7,572,44,Donald Trump
NA,-0.8,1007,2.7,572,45,Kamala Harris
NA,-0.3,5000,1.9,572,42,Kamala Harris
NA,-0.3,5000,1.9,572,42,Donald Trump
NA,-0.9,1030,2.8,578,40,Kamala Harris
NA,-0.9,1030,2.8,578,32,Donald Trump
NA,-0.3,5000,1.9,573,42,Kamala Harris
NA,-0.3,5000,1.9,573,42,Donald Trump
North Carolina,-1.1,605,2.1,573,41,Kamala Harris
North Carolina,-1.1,605,2.1,573,45.4,Kamala Harris
North Carolina,-1.1,605,2.1,573,43.4,Donald Trump
North Carolina,-1.1,605,2.1,573,41.4,Kamala Harris
NA,-1.1,2550,2.1,573,47.2,Kamala Harris
NA,-1.1,2550,2.1,573,44.5,Donald Trump
NA,-1.1,2550,2.1,573,45.1,Kamala Harris
NA,-0.3,5000,1.9,574,43,Kamala Harris
NA,-0.3,5000,1.9,574,41,Donald Trump
NA,-0.5,1600,2.8,576,48,Kamala Harris
NA,-0.5,1600,2.8,576,46,Donald Trump
NA,-0.5,1600,2.8,576,46,Kamala Harris
NA,-0.3,5000,1.9,575,43,Kamala Harris
NA,-0.3,5000,1.9,575,42,Donald Trump
NA,-0.3,5000,1.9,575,42,Kamala Harris
NA,-0.3,5000,1.9,576,44,Kamala Harris
NA,-0.3,5000,1.9,576,41,Donald Trump
NA,-0.3,5000,1.9,577,43,Kamala Harris
NA,-0.3,5000,1.9,577,42,Donald Trump
NA,-0.1,2905,1.5,577,41,Kamala Harris
NA,-0.1,2905,1.5,577,45,Donald Trump
NA,-0.1,2905,1.5,577,38,Kamala Harris
NA,-0.1,2905,1.5,577,48,Donald Trump
NA,-0.1,2905,1.5,577,41,Kamala Harris
NA,-0.1,2905,1.5,577,38,Kamala Harris
NA,-0.1,2905,1.5,577,42,Kamala Harris
NA,-0.1,2905,1.5,577,38,Kamala Harris
NA,-0.3,5000,1.9,578,43,Kamala Harris
NA,-0.3,5000,1.9,578,41,Donald Trump
NA,-0.3,5000,1.9,579,43,Kamala Harris
NA,-0.3,5000,1.9,579,41,Donald Trump
NA,-1.1,1004,3,586,33,Kamala Harris
NA,-1.1,1004,3,586,38,Donald Trump
NA,-1.1,863,3,586,38,Kamala Harris
NA,-1.1,863,3,586,38,Donald Trump
NA,-1.1,1004,3,586,36,Kamala Harris
NA,-1.1,863,3,586,41,Kamala Harris
NA,-0.3,5000,1.9,580,43,Kamala Harris
NA,-0.3,5000,1.9,580,41,Donald Trump
NA,0.1,1978,1.9,583,38,Kamala Harris
NA,0.1,1978,1.9,583,47,Donald Trump
NA,0.1,1509,1.9,583,41,Kamala Harris
NA,0.1,1509,1.9,583,47,Donald Trump
NA,0.1,1978,1.9,583,34,Kamala Harris
NA,0.1,1509,1.9,583,38,Kamala Harris
NA,0.1,1978,1.9,583,32,Kamala Harris
NA,0.1,1509,1.9,583,36,Kamala Harris
NA,0.4,1500,1.8,579,41,Kamala Harris
NA,0.4,1500,1.8,579,40,Donald Trump
NA,0.4,1500,1.8,579,42,Kamala Harris
NA,0.4,1500,1.8,579,36,Kamala Harris
NA,0.4,1500,1.8,579,41,Donald Trump
NA,0.4,1250,1.8,579,44,Kamala Harris
NA,0.4,1250,1.8,579,44,Donald Trump
NA,0.4,1250,1.8,579,45,Kamala Harris
NA,0.4,1250,1.8,579,37,Kamala Harris
NA,0.4,1250,1.8,579,45,Donald Trump
NA,-0.3,5000,1.9,581,45,Kamala Harris
NA,-0.3,5000,1.9,581,41,Donald Trump
NA,-1.1,1059,3,583,45,Kamala Harris
NA,-1.1,1059,3,583,43,Donald Trump
NA,-1.1,1060,3,583,43,Kamala Harris
NA,1.6,1000,0.5,583,43,Kamala Harris
NA,1.6,1000,0.5,583,48,Donald Trump
NA,1.6,1000,0.5,583,42,Kamala Harris
NA,1.6,1000,0.5,583,48,Donald Trump
NA,-0.9,4410,2.8,585,36,Kamala Harris
NA,-0.9,4410,2.8,585,36,Kamala Harris
NA,-0.9,4410,2.8,585,38,Kamala Harris
NA,-0.9,4410,2.8,585,35,Donald Trump
NA,-0.9,4410,2.8,585,36,Kamala Harris
NA,-0.9,4410,2.8,585,19,Donald Trump
NA,-0.3,5000,1.9,582,44,Kamala Harris
NA,-0.3,5000,1.9,582,41,Donald Trump
NA,-0.3,5000,1.9,582,43,Kamala Harris
Florida,NA,1001,NA,584,43,Kamala Harris
Florida,NA,1001,NA,584,47,Donald Trump
NA,-0.3,5000,1.9,583,44,Kamala Harris
NA,-0.3,5000,1.9,583,41,Donald Trump
NA,-0.3,5000,1.9,584,43,Kamala Harris
NA,-0.3,5000,1.9,584,41,Donald Trump
NA,-0.3,5000,1.9,585,43,Kamala Harris
NA,-0.3,5000,1.9,585,41,Donald Trump
Florida,-1.1,1153,2.9,586,44.2,Kamala Harris
Florida,-1.1,1153,2.9,586,43.5,Donald Trump
Florida,-1.1,1153,2.9,586,43.3,Kamala Harris
NA,-0.3,5000,1.9,586,43,Kamala Harris
NA,-0.3,5000,1.9,586,41,Donald Trump
Arizona,-0.5,1001,2.1,586,39,Kamala Harris
Arizona,-0.5,1001,2.1,586,50,Donald Trump
NA,-0.3,5000,1.9,587,43,Kamala Harris
NA,-0.3,5000,1.9,587,41,Donald Trump
NA,-0.3,5000,1.9,588,43,Kamala Harris
NA,-0.3,5000,1.9,588,42,Donald Trump
NA,-0.5,1635,2.8,590,49,Kamala Harris
NA,-0.5,1635,2.8,590,45,Donald Trump
NA,-0.5,1635,2.8,590,47,Kamala Harris
NA,-0.3,5000,1.9,589,43,Kamala Harris
NA,-0.3,5000,1.9,589,42,Donald Trump
NA,-0.3,5000,1.9,589,43,Kamala Harris
NA,-0.3,5000,1.9,590,42,Kamala Harris
NA,-0.3,5000,1.9,590,42,Donald Trump
NA,-0.3,5000,1.9,591,43,Kamala Harris
NA,-0.3,5000,1.9,591,41,Donald Trump
NA,-0.3,5000,1.9,592,44,Kamala Harris
NA,-0.3,5000,1.9,592,41,Donald Trump
NA,0.1,1125,1.4,593,45.4,Kamala Harris
NA,0.1,1125,1.4,593,42.5,Donald Trump
NA,0.1,1125,1.4,593,41.3,Kamala Harris
NA,0.1,1125,1.4,593,40.4,Kamala Harris
NA,0.1,1125,1.4,593,38.7,Kamala Harris
NA,0.1,1125,1.4,593,40.7,Kamala Harris
NA,0.4,1500,1.8,592,39,Kamala Harris
NA,0.4,1500,1.8,592,40,Donald Trump
NA,0.4,1201,1.8,592,44,Kamala Harris
NA,0.4,1201,1.8,592,44,Donald Trump
NA,-0.3,5000,1.9,593,44,Kamala Harris
NA,-0.3,5000,1.9,593,41,Donald Trump
NA,-0.3,5000,1.9,594,44,Kamala Harris
NA,-0.3,5000,1.9,594,41,Donald Trump
NA,0.1,2116,1.9,595,41,Kamala Harris
NA,0.1,2116,1.9,595,44,Donald Trump
NA,0.1,1621,1.9,595,44,Kamala Harris
NA,0.1,1621,1.9,595,45,Donald Trump
NA,0.1,2116,1.9,595,36,Kamala Harris
NA,0.1,1621,1.9,595,39,Kamala Harris
NA,0.1,2116,1.9,595,34,Kamala Harris
NA,0.1,1621,1.9,595,37,Kamala Harris
Florida,-0.6,1452,2.8,602,43,Kamala Harris
Florida,-0.6,1452,2.8,602,50,Donald Trump
Florida,-0.6,1452,2.8,602,42,Kamala Harris
NA,-0.3,5000,1.9,595,43,Kamala Harris
NA,-0.3,5000,1.9,595,42,Donald Trump
NA,-0.3,5000,1.9,596,42,Kamala Harris
NA,-0.3,5000,1.9,596,43,Donald Trump
NA,-0.3,5000,1.9,596,44,Kamala Harris
New Hampshire,-1.1,1025,2.9,596,41.7,Kamala Harris
New Hampshire,-1.1,1025,2.9,596,38,Donald Trump
New Hampshire,-1.1,1025,2.9,596,42.3,Kamala Harris
New Hampshire,-1.1,1025,2.9,596,35.5,Kamala Harris
NA,-0.3,5000,1.9,597,42,Kamala Harris
NA,-0.3,5000,1.9,597,43,Donald Trump
NA,-0.3,5000,1.9,598,42,Kamala Harris
NA,-0.3,5000,1.9,598,42,Donald Trump
NA,-0.3,5000,1.9,599,43,Kamala Harris
NA,-0.3,5000,1.9,599,41,Donald Trump
NA,-0.3,5000,1.9,600,43,Kamala Harris
NA,-0.3,5000,1.9,600,41,Donald Trump
NA,-0.3,5000,1.9,601,43,Kamala Harris
NA,-0.3,5000,1.9,601,41,Donald Trump
NA,-0.3,5000,1.9,602,43,Kamala Harris
NA,-0.3,5000,1.9,602,41,Donald Trump
NA,-1.1,2424,2.1,603,47.3,Kamala Harris
NA,-1.1,2424,2.1,603,45,Donald Trump
NA,-1.1,2424,2.1,603,46,Kamala Harris
NA,-1.1,2424,2.1,603,44.8,Kamala Harris
NA,-1.1,2424,2.1,603,45.5,Kamala Harris
NA,-1.1,1014,3,604,43,Kamala Harris
NA,-1.1,1014,3,604,45,Donald Trump
NA,-1.1,1014,3,604,42,Kamala Harris
NA,-1.1,1014,3,604,42,Kamala Harris
NA,-1.1,1014,3,604,45,Donald Trump
NA,-1.1,1014,3,604,40,Kamala Harris
NA,-1.1,1000,3,605,39,Kamala Harris
NA,-1.1,1000,3,605,38,Donald Trump
NA,-1.1,1000,3,605,36,Kamala Harris
NA,-0.3,1993,1.9,603,42,Kamala Harris
NA,-0.3,5000,1.9,603,43,Kamala Harris
NA,-0.3,5000,1.9,603,41,Donald Trump
NA,-0.3,800,2.3,608,52,Kamala Harris
NA,-0.3,800,2.3,608,39,Donald Trump
Pennsylvania,-0.3,800,2.3,608,48,Kamala Harris
Pennsylvania,-0.3,800,2.3,608,41,Donald Trump
NA,-1.1,1060,2.9,603,42.3,Kamala Harris
NA,-1.1,1060,2.9,603,45.6,Donald Trump
NA,-1.1,1060,2.9,603,43.6,Kamala Harris
NA,-1.1,1060,2.9,603,40.4,Kamala Harris
NA,-0.3,6000,1.9,604,43,Kamala Harris
NA,-0.3,6000,1.9,604,41,Donald Trump
NA,-0.3,6000,1.9,604,42,Kamala Harris
NA,-0.3,5000,1.9,605,43,Kamala Harris
NA,-0.3,5000,1.9,605,41,Donald Trump
NA,-0.8,1023,2.7,606,47,Kamala Harris
NA,-0.8,1023,2.7,606,44,Donald Trump
NA,-0.8,1023,2.7,606,44,Kamala Harris
NA,-0.8,1023,2.7,606,43,Kamala Harris
NA,-0.3,5000,1.9,606,43,Kamala Harris
NA,-0.3,5000,1.9,606,41,Donald Trump
NA,1.6,1000,0.5,610,44,Kamala Harris
NA,1.6,1000,0.5,610,48,Donald Trump
NA,1.6,1000,0.5,610,43,Kamala Harris
NA,1.6,1000,0.5,610,48,Donald Trump
NA,-0.3,5000,1.9,607,42,Kamala Harris
NA,-0.3,5000,1.9,607,41,Donald Trump
NA,-0.3,5000,1.9,608,42,Kamala Harris
NA,-0.3,5000,1.9,608,41,Donald Trump
Virginia,-0.4,680,2.6,615,47,Kamala Harris
Virginia,-0.4,680,2.6,615,45,Donald Trump
Virginia,-0.4,590,2.6,615,47,Kamala Harris
Virginia,-0.4,590,2.6,615,46,Donald Trump
Virginia,-0.4,680,2.6,615,44,Kamala Harris
Virginia,-0.4,590,2.6,615,43,Kamala Harris
Virginia,-0.4,680,2.6,615,39,Kamala Harris
Virginia,-0.4,590,2.6,615,39,Kamala Harris
NA,-0.3,5000,1.9,609,42,Kamala Harris
NA,-0.3,5000,1.9,609,41,Donald Trump
NA,-0.5,1000,2.1,611,41,Kamala Harris
California,-0.2,7512,2.5,613,57,Kamala Harris
California,-0.2,7512,2.5,613,27,Donald Trump
California,-0.2,5149,2.5,613,59,Kamala Harris
California,-0.2,5149,2.5,613,29,Donald Trump
California,-0.2,7512,2.5,613,54,Kamala Harris
California,-0.2,5149,2.5,613,56,Kamala Harris
NA,0.4,1500,1.8,608,38,Kamala Harris
NA,0.4,1500,1.8,608,36,Donald Trump
NA,0.4,1500,1.8,608,39,Kamala Harris
NA,0.4,1500,1.8,608,37,Kamala Harris
NA,0.4,1500,1.8,608,36,Donald Trump
NA,0.4,1102,1.8,608,43,Kamala Harris
NA,0.4,1102,1.8,608,42,Donald Trump
NA,0.4,1102,1.8,608,43,Kamala Harris
NA,0.4,1102,1.8,608,41,Kamala Harris
NA,0.4,1102,1.8,608,42,Donald Trump
NA,-0.3,6000,1.9,610,42,Kamala Harris
NA,-0.3,6000,1.9,610,41,Donald Trump
NA,-0.3,6000,1.9,610,41,Kamala Harris
NA,-0.3,2000,1.9,611,42,Kamala Harris
NA,-0.3,2000,1.9,611,41,Donald Trump
NA,-0.3,2000,1.9,611,41,Kamala Harris
NA,0.1,2228,1.9,611,41,Kamala Harris
NA,0.1,2228,1.9,611,42,Donald Trump
NA,0.1,1717,1.9,611,44,Kamala Harris
NA,0.1,1717,1.9,611,42,Donald Trump
NA,0.1,2228,1.9,611,38,Kamala Harris
NA,0.1,1717,1.9,611,42,Kamala Harris
NA,0.1,2228,1.9,611,35,Kamala Harris
NA,0.1,1717,1.9,611,39,Kamala Harris
Florida,0.2,608,1,617,38,Kamala Harris
NA,-0.3,5000,1.9,611,43,Kamala Harris
NA,-0.3,5000,1.9,611,41,Donald Trump
NA,-0.3,5000,1.9,612,43,Kamala Harris
NA,-0.3,5000,1.9,612,41,Donald Trump
NA,-0.1,1838,1.5,612,41,Kamala Harris
NA,-0.1,1838,1.5,612,46,Donald Trump
NA,-0.1,1838,1.5,612,39,Kamala Harris
NA,-0.1,1838,1.5,612,49,Donald Trump
NA,-0.1,1838,1.5,612,41,Kamala Harris
NA,-0.1,1838,1.5,612,40,Kamala Harris
NA,-0.3,5000,1.9,613,43,Kamala Harris
NA,-0.3,5000,1.9,613,41,Donald Trump
NA,-0.3,5000,1.9,614,43,Kamala Harris
NA,-0.3,5000,1.9,614,41,Donald Trump
NA,-0.3,5000,1.9,615,43,Kamala Harris
NA,-0.3,5000,1.9,615,41,Donald Trump
NA,-0.5,1429,2.8,618,48,Kamala Harris
NA,-0.5,1429,2.8,618,46,Donald Trump
NA,-0.5,1429,2.8,618,46,Kamala Harris
NA,-0.3,5000,1.9,616,43,Kamala Harris
NA,-0.3,5000,1.9,616,41,Donald Trump
NA,-0.9,944,2.8,621,39,Kamala Harris
NA,-0.9,944,2.8,621,42,Donald Trump
NA,-0.9,887,2.8,621,38,Kamala Harris
NA,-0.9,914,2.8,621,32,Kamala Harris
NA,-0.9,914,2.8,621,39,Donald Trump
NA,-0.9,915,2.8,621,43,Kamala Harris
NA,-0.9,1102,2.8,621,36,Kamala Harris
NA,-0.9,1102,2.8,621,40,Donald Trump
NA,-0.9,1101,2.8,621,35,Kamala Harris
NA,-0.9,1103,2.8,621,29,Kamala Harris
NA,-0.9,1103,2.8,621,38,Donald Trump
NA,-0.9,1102,2.8,621,37,Kamala Harris
NA,-0.3,6000,1.9,617,43,Kamala Harris
NA,-0.3,6000,1.9,617,41,Donald Trump
NA,-0.3,6000,1.9,617,43,Kamala Harris
NA,-0.5,900,2.1,619,45,Kamala Harris
NA,-0.5,900,2.1,619,42,Donald Trump
NA,-0.5,900,2.1,619,42,Kamala Harris
NA,-0.5,900,2.1,619,45,Donald Trump
NA,0,1056,1.4,617,47,Kamala Harris
NA,0,1056,1.4,617,45,Kamala Harris
NA,0,1056,1.4,617,46,Kamala Harris
NA,0,1056,1.4,617,49,Kamala Harris
NA,0,1056,1.4,617,45,Donald Trump
NA,0,1056,1.4,617,44,Donald Trump
NA,0,1056,1.4,617,47,Kamala Harris
NA,0,1056,1.4,617,47,Donald Trump
NA,0,1056,1.4,617,46,Donald Trump
NA,-0.3,5000,1.9,618,44,Kamala Harris
NA,-0.3,5000,1.9,618,40,Donald Trump
NA,-0.3,5000,1.9,619,44,Kamala Harris
NA,-0.3,5000,1.9,619,40,Donald Trump
NA,-0.3,5000,1.9,620,44,Kamala Harris
NA,-0.3,5000,1.9,620,40,Donald Trump
Arizona,-0.4,1000,2.4,627,39,Kamala Harris
Arizona,-0.4,1000,2.4,627,37,Donald Trump
Arizona,-0.4,1000,2.4,627,35,Kamala Harris
NA,-0.3,5000,1.9,621,44,Kamala Harris
NA,-0.3,5000,1.9,621,41,Donald Trump
NA,-0.3,5000,1.9,622,43,Kamala Harris
NA,-0.3,5000,1.9,622,41,Donald Trump
NA,-0.3,5000,1.9,623,43,Kamala Harris
NA,-0.3,5000,1.9,623,41,Donald Trump
NA,0.1,2194,1.9,624,41,Kamala Harris
NA,0.1,2194,1.9,624,43,Donald Trump
NA,0.1,1655,1.9,624,44,Kamala Harris
NA,0.1,1655,1.9,624,44,Donald Trump
NA,0.1,2194,1.9,624,37,Kamala Harris
NA,0.1,1655,1.9,624,41,Kamala Harris
NA,-1.1,1063,3,625,43,Kamala Harris
NA,-1.1,1063,3,625,47,Kamala Harris
NA,-1.1,1063,3,625,41,Donald Trump
Nevada,-0.4,800,2.4,628,36,Kamala Harris
Nevada,-0.4,800,2.4,628,40,Kamala Harris
Nevada,-0.4,800,2.4,628,42,Donald Trump
NA,-0.3,6000,1.9,624,43,Kamala Harris
NA,-0.3,6000,1.9,624,40,Donald Trump
NA,-0.3,6000,1.9,624,42,Kamala Harris
NA,-0.3,5000,1.9,625,43,Kamala Harris
NA,-0.3,5000,1.9,625,41,Donald Trump
NA,-0.3,5000,1.9,626,43,Kamala Harris
NA,-0.3,5000,1.9,626,41,Donald Trump
NA,-0.3,5000,1.9,627,43,Kamala Harris
NA,-0.3,5000,1.9,627,41,Donald Trump
NA,-0.3,5000,1.9,628,43,Kamala Harris
NA,-0.3,5000,1.9,628,41,Donald Trump
NA,-1.2,895,3,631,45,Kamala Harris
NA,-1.2,895,3,631,48,Donald Trump
NA,-0.3,5000,1.9,629,43,Kamala Harris
NA,-0.3,5000,1.9,629,41,Donald Trump
NA,-0.3,5000,1.9,630,43,Kamala Harris
NA,-0.3,5000,1.9,630,40,Donald Trump
NA,0.4,1500,1.8,630,36,Kamala Harris
NA,0.4,1500,1.8,630,36,Donald Trump
NA,0.4,1500,1.8,630,38,Kamala Harris
NA,0.4,1500,1.8,630,35,Kamala Harris
NA,0.4,1500,1.8,630,38,Donald Trump
NA,0.4,1139,1.8,630,39,Kamala Harris
NA,0.4,1139,1.8,630,41,Donald Trump
NA,0.4,1139,1.8,630,40,Kamala Harris
NA,0.4,1139,1.8,630,38,Kamala Harris
NA,0.4,1139,1.8,630,43,Donald Trump
NA,-0.3,6000,1.9,631,43,Kamala Harris
NA,-0.3,6000,1.9,631,40,Donald Trump
NA,-0.3,6000,1.9,631,42,Kamala Harris
NA,-0.3,5000,1.9,632,43,Kamala Harris
NA,-0.3,5000,1.9,632,40,Donald Trump
NA,-0.3,5000,1.9,633,43,Kamala Harris
NA,-0.3,5000,1.9,633,41,Donald Trump
New Hampshire,0.3,1179,1.1,633,40,Kamala Harris
New Hampshire,0.3,1179,1.1,633,39,Donald Trump
New Hampshire,0.3,1179,1.1,633,36,Kamala Harris
NA,-0.3,5000,1.9,634,43,Kamala Harris
NA,-0.3,5000,1.9,634,40,Donald Trump
NA,-0.8,1024,2.7,635,45,Kamala Harris
NA,-0.8,1024,2.7,635,42,Donald Trump
NA,-0.8,1024,2.7,635,42,Kamala Harris
NA,-0.3,5000,1.9,635,43,Kamala Harris
NA,-0.3,5000,1.9,635,41,Donald Trump
NA,-0.3,5000,1.9,636,43,Kamala Harris
NA,-0.3,5000,1.9,636,41,Donald Trump
NA,1.6,1000,0.5,639,43,Kamala Harris
NA,1.6,1000,0.5,639,48,Donald Trump
NA,1.6,1000,0.5,639,40,Kamala Harris
NA,1.6,1000,0.5,639,50,Donald Trump
NA,-0.3,5000,1.9,637,43,Kamala Harris
NA,-0.3,5000,1.9,637,41,Donald Trump
NA,0.1,2288,1.9,639,50,Kamala Harris
NA,0.1,2288,1.9,639,50,Donald Trump
NA,0.1,1676,1.9,639,52,Kamala Harris
NA,0.1,1676,1.9,639,48,Donald Trump
NA,0.1,2288,1.9,639,50,Kamala Harris
NA,0.1,1676,1.9,639,52,Kamala Harris
NA,-0.3,6000,1.9,638,44,Kamala Harris
NA,-0.3,6000,1.9,638,41,Donald Trump
NA,-0.3,6000,1.9,638,41,Kamala Harris
NA,-1.1,1015,2.9,639,41.4,Kamala Harris
NA,-1.1,1015,2.9,639,43.9,Donald Trump
NA,-1.1,1015,2.9,639,39.5,Kamala Harris
NA,-0.3,5000,1.9,639,44,Kamala Harris
NA,-0.3,5000,1.9,639,40,Donald Trump
NA,-1.1,2529,2.1,639,47.3,Kamala Harris
NA,-1.1,2529,2.1,639,43.9,Donald Trump
NA,-1.1,2529,2.1,639,45.6,Kamala Harris
NA,-1.1,2529,2.1,639,44.5,Kamala Harris
NA,-0.3,5000,1.9,640,43,Kamala Harris
NA,-0.3,5000,1.9,640,40,Donald Trump
NA,-1.1,1000,3,649,38,Kamala Harris
NA,-1.1,1000,3,649,39,Donald Trump
NA,-1.1,790,3,649,40,Kamala Harris
NA,-1.1,790,3,649,40,Donald Trump
NA,-1.1,1000,3,649,36,Kamala Harris
NA,-1.1,790,3,649,38,Kamala Harris
NA,-0.1,2050,1.5,640,41,Kamala Harris
NA,-0.1,2050,1.5,640,46,Donald Trump
NA,-0.1,2050,1.5,640,40,Kamala Harris
NA,-0.1,2050,1.5,640,48,Donald Trump
NA,-0.1,2050,1.5,640,39,Kamala Harris
NA,-0.1,2050,1.5,640,40,Kamala Harris
NA,-0.3,5000,1.9,641,43,Kamala Harris
NA,-0.3,5000,1.9,641,40,Donald Trump
NA,0,NA,1.5,644,45,Kamala Harris
NA,0,NA,1.5,644,42,Donald Trump
NA,0,NA,1.5,644,43,Kamala Harris
NA,-1.1,1500,3,644,40,Kamala Harris
NA,-1.1,1314,3,644,43,Kamala Harris
NA,-1.1,1500,3,644,42,Kamala Harris
NA,-1.1,1500,3,644,36,Donald Trump
NA,-1.1,1314,3,644,46,Kamala Harris
NA,-1.1,1314,3,644,42,Donald Trump
